epoch,step,train_loss,val_acc,val_loss
0,4942,,0.29367029666900635,1632596.5
0,4942,847656128.0,,
1,9885,,0.29438865184783936,44542.2265625
1,9885,931283.3125,,
2,14828,,0.2870296537876129,2.021294593811035
2,14828,12127.419921875,,
3,19771,,0.2870296537876129,2.021312713623047
3,19771,2.0212924480438232,,
