percentage,accuracy
5,0.8308835029602051
10,0.8893630504608154
15,0.8820504546165466
20,0.8844783306121826
25,0.8438112735748291
30,0.9224321246147156
35,0.9142849445343018
40,0.9245924353599548
45,0.9217560291290283
50,0.9254552721977234
55,0.9353384375572205
60,0.9354031682014465
65,0.9400050044059753
70,0.9330458045005798
75,0.9404324293136597
80,0.9383033514022827
85,0.941272497177124
90,0.9412002563476562
95,0.9458155632019043
100,0.9426894187927246
