percentage,accuracy
5,0.8004425764083862
10,0.864706814289093
15,0.8736525774002075
20,0.9081943035125732
25,0.9178878664970398
30,0.9178590774536133
35,0.9137520790100098
40,0.9053256511688232
45,0.914246678352356
50,0.930573046207428
55,0.8883789777755737
60,0.9068506360054016
65,0.9094300270080566
70,0.9184032082557678
75,0.9268839955329895
80,0.9277334809303284
85,0.9344668388366699
90,0.9314781427383423
95,0.9240472912788391
100,0.9310898184776306
