percentage,accuracy
5,0.8503872156143188
10,0.8883357048034668
15,0.927474856376648
20,0.9250903129577637
25,0.9241405129432678
30,0.9380584359169006
35,0.89888596534729
40,0.912852942943573
45,0.9343231320381165
50,0.9216556549072266
55,0.9359275102615356
60,0.9302979707717896
65,0.9417873620986938
70,0.9157117605209351
75,0.932508647441864
80,0.9474567174911499
85,0.9387157559394836
90,0.9417024850845337
95,0.9469252824783325
100,0.9488203525543213
