percentage,accuracy
5,0.8420420289039612
10,0.874569296836853
15,0.889057457447052
20,0.9078387022018433
25,0.9192029237747192
30,0.9163628220558167
35,0.9255023002624512
40,0.9308789968490601
45,0.9383236169815063
50,0.9345971345901489
55,0.9344102144241333
60,0.9469279646873474
65,0.9435235261917114
70,0.9336960911750793
75,0.9389172196388245
80,0.9362447261810303
85,0.9414640069007874
90,0.9347234964370728
95,0.9369811415672302
100,0.940481424331665
