percentage,accuracy
5,0.8372372388839722
10,0.8321321606636047
15,0.8954006433486938
20,0.9084630012512207
25,0.9105225801467896
30,0.9163997173309326
35,0.9265996217727661
40,0.9338622689247131
45,0.9274038076400757
50,0.9294066429138184
55,0.9021268486976624
60,0.9391068816184998
65,0.9344196319580078
70,0.9359314441680908
75,0.9335265159606934
80,0.9275832772254944
85,0.9145724177360535
90,0.9312796592712402
95,0.9252851009368896
100,0.9403359889984131
