percentage,accuracy
5,0.8171645402908325
10,0.8574522137641907
15,0.7532479763031006
20,0.8920490741729736
25,0.9035998582839966
30,0.9283644556999207
35,0.8821141123771667
40,0.9290732741355896
45,0.9007242321968079
50,0.9208685159683228
55,0.9285564422607422
60,0.9058996438980103
65,0.9343271851539612
70,0.9177664518356323
75,0.918138325214386
80,0.9279882907867432
85,0.9334273934364319
90,0.9250277280807495
95,0.9298703074455261
100,0.9166215062141418
