percentage,accuracy
5,0.8121068477630615
10,0.8878615498542786
15,0.9177072048187256
20,0.917274534702301
25,0.9333013296127319
30,0.9277164340019226
35,0.9315896034240723
40,0.9344233870506287
45,0.9338911175727844
50,0.9340218305587769
55,0.9273638725280762
60,0.9280983805656433
65,0.9338870644569397
70,0.9398444294929504
75,0.9162501096725464
80,0.9441889524459839
85,0.9446995258331299
90,0.8975297808647156
95,0.9439737796783447
100,0.9377928972244263
