percentage,accuracy
5,0.8394815921783447
10,0.9006637930870056
15,0.9134924411773682
20,0.9208465218544006
25,0.9192914366722107
30,0.9300556182861328
35,0.9194194674491882
40,0.943946123123169
45,0.9387837648391724
50,0.9437358379364014
55,0.9414939284324646
60,0.9429634213447571
65,0.9362311363220215
70,0.9356785416603088
75,0.9412164092063904
80,0.9439992308616638
85,0.9428046941757202
90,0.9426314830780029
95,0.9460800886154175
100,0.945107638835907
