percentage,accuracy
5,0.8755176067352295
10,0.8980559706687927
15,0.9023550152778625
20,0.7931230664253235
25,0.9277694225311279
30,0.9287490248680115
35,0.9199116826057434
40,0.9360276460647583
45,0.942071259021759
50,0.9374863505363464
55,0.9324216246604919
60,0.9412880539894104
65,0.945497989654541
70,0.9334138631820679
75,0.9182795286178589
80,0.9405398368835449
85,0.9356643557548523
90,0.9423663020133972
95,0.9353190660476685
100,0.9393355250358582
